mask     ok?       cycles      CM/MHz  passes
0x4a9    pass      734978    1.444108  [fold_br,cse,narrow_loads,jump_thread,leg_f]
0x4aa    pass      734978    1.444108  [dead_blocks,cse,narrow_loads,jump_thread,leg_f]
0x4ab    pass      734978    1.444108  [fold_br,dead_blocks,cse,narrow_loads,jump_thread,leg_f]
0x05c    pass      738483    1.444324  [copy_prop,cse,redundant_bool,licm_const]
0x05d    pass      738483    1.444324  [fold_br,copy_prop,cse,redundant_bool,licm_const]
0x15c    pass      738483    1.444324  [copy_prop,cse,redundant_bool,licm_const,unroll]
0x15d    pass      738483    1.444324  [fold_br,copy_prop,cse,redundant_bool,licm_const,unroll]
0x050    pass      739314    1.444345  [redundant_bool,licm_const]
0x051    pass      739314    1.444345  [fold_br,redundant_bool,licm_const]
0x052    pass      739314    1.444345  [dead_blocks,redundant_bool,licm_const]
0x053    pass      739314    1.444345  [fold_br,dead_blocks,redundant_bool,licm_const]
0x05e    pass      738337    1.444345  [dead_blocks,copy_prop,cse,redundant_bool,licm_const]
0x05f    pass      738337    1.444345  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,licm_const]
0x150    pass      739314    1.444345  [redundant_bool,licm_const,unroll]
0x151    pass      739314    1.444345  [fold_br,redundant_bool,licm_const,unroll]
0x152    pass      739314    1.444345  [dead_blocks,redundant_bool,licm_const,unroll]
0x153    pass      739314    1.444345  [fold_br,dead_blocks,redundant_bool,licm_const,unroll]
0x15e    pass      738337    1.444345  [dead_blocks,copy_prop,cse,redundant_bool,licm_const,unroll]
0x15f    pass      738337    1.444345  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,licm_const,unroll]
0x4ac    pass      734738    1.444483  [copy_prop,cse,narrow_loads,jump_thread,leg_f]
0x4ad    pass      734738    1.444483  [fold_br,copy_prop,cse,narrow_loads,jump_thread,leg_f]
0x4ae    pass      734728    1.444504  [dead_blocks,copy_prop,cse,narrow_loads,jump_thread,leg_f]
0x4af    pass      734728    1.444504  [fold_br,dead_blocks,copy_prop,cse,narrow_loads,jump_thread,leg_f]
0x054    pass      739074    1.444721  [copy_prop,redundant_bool,licm_const]
0x055    pass      739074    1.444721  [fold_br,copy_prop,redundant_bool,licm_const]
0x154    pass      739074    1.444721  [copy_prop,redundant_bool,licm_const,unroll]
0x155    pass      739074    1.444721  [fold_br,copy_prop,redundant_bool,licm_const,unroll]
0x056    pass      738928    1.444742  [dead_blocks,copy_prop,redundant_bool,licm_const]
0x057    pass      738928    1.444742  [fold_br,dead_blocks,copy_prop,redundant_bool,licm_const]
0x156    pass      738928    1.444742  [dead_blocks,copy_prop,redundant_bool,licm_const,unroll]
0x157    pass      738928    1.444742  [fold_br,dead_blocks,copy_prop,redundant_bool,licm_const,unroll]
0x680    pass      734483    1.444848  [jump_thread,leg_e,leg_f]
0x681    pass      734483    1.444848  [fold_br,jump_thread,leg_e,leg_f]
0x682    pass      734483    1.444848  [dead_blocks,jump_thread,leg_e,leg_f]
0x683    pass      734483    1.444848  [fold_br,dead_blocks,jump_thread,leg_e,leg_f]
0x684    pass      734243    1.445224  [copy_prop,jump_thread,leg_e,leg_f]
0x685    pass      734243    1.445224  [fold_br,copy_prop,jump_thread,leg_e,leg_f]
0x686    pass      734233    1.445245  [dead_blocks,copy_prop,jump_thread,leg_e,leg_f]
0x687    pass      734233    1.445245  [fold_br,dead_blocks,copy_prop,jump_thread,leg_e,leg_f]
0x688    pass      733514    1.445379  [cse,jump_thread,leg_e,leg_f]
0x689    pass      733514    1.445379  [fold_br,cse,jump_thread,leg_e,leg_f]
0x68a    pass      733514    1.445379  [dead_blocks,cse,jump_thread,leg_e,leg_f]
0x68b    pass      733514    1.445379  [fold_br,dead_blocks,cse,jump_thread,leg_e,leg_f]
0x68c    pass      733274    1.445755  [copy_prop,cse,jump_thread,leg_e,leg_f]
0x68d    pass      733274    1.445755  [fold_br,copy_prop,cse,jump_thread,leg_e,leg_f]
0x68e    pass      733264    1.445776  [dead_blocks,copy_prop,cse,jump_thread,leg_e,leg_f]
0x68f    pass      733264    1.445776  [fold_br,dead_blocks,copy_prop,cse,jump_thread,leg_e,leg_f]
0x080    pass      737552    1.447272  [jump_thread]
0x081    pass      737552    1.447272  [fold_br,jump_thread]
0x082    pass      737552    1.447272  [dead_blocks,jump_thread]
0x083    pass      737552    1.447272  [fold_br,dead_blocks,jump_thread]
0x084    pass      737312    1.447649  [copy_prop,jump_thread]
0x085    pass      737312    1.447649  [fold_br,copy_prop,jump_thread]
0x086    pass      737166    1.447670  [dead_blocks,copy_prop,jump_thread]
0x087    pass      737166    1.447670  [fold_br,dead_blocks,copy_prop,jump_thread]
0x580    pass      733835    1.447993  [jump_thread,unroll,leg_f]
0x581    pass      733835    1.447993  [fold_br,jump_thread,unroll,leg_f]
0x582    pass      733835    1.447993  [dead_blocks,jump_thread,unroll,leg_f]
0x583    pass      733835    1.447993  [fold_br,dead_blocks,jump_thread,unroll,leg_f]
0x088    pass      736369    1.448097  [cse,jump_thread]
0x089    pass      736369    1.448097  [fold_br,cse,jump_thread]
0x08a    pass      736369    1.448097  [dead_blocks,cse,jump_thread]
0x08b    pass      736369    1.448097  [fold_br,dead_blocks,cse,jump_thread]
0x08c    pass      736129    1.448475  [copy_prop,cse,jump_thread]
0x08d    pass      736129    1.448475  [fold_br,copy_prop,cse,jump_thread]
0x08e    pass      735983    1.448496  [dead_blocks,copy_prop,cse,jump_thread]
0x08f    pass      735983    1.448496  [fold_br,dead_blocks,copy_prop,cse,jump_thread]
0x588    pass      732866    1.448525  [cse,jump_thread,unroll,leg_f]
0x589    pass      732866    1.448525  [fold_br,cse,jump_thread,unroll,leg_f]
0x58a    pass      732866    1.448525  [dead_blocks,cse,jump_thread,unroll,leg_f]
0x58b    pass      732866    1.448525  [fold_br,dead_blocks,cse,jump_thread,unroll,leg_f]
0x210    pass      736186    1.449624  [redundant_bool,leg_e]
0x211    pass      736186    1.449624  [fold_br,redundant_bool,leg_e]
0x212    pass      736186    1.449624  [dead_blocks,redundant_bool,leg_e]
0x213    pass      736186    1.449624  [fold_br,dead_blocks,redundant_bool,leg_e]
0x310    pass      736186    1.449624  [redundant_bool,unroll,leg_e]
0x311    pass      736186    1.449624  [fold_br,redundant_bool,unroll,leg_e]
0x312    pass      736186    1.449624  [dead_blocks,redundant_bool,unroll,leg_e]
0x313    pass      736186    1.449624  [fold_br,dead_blocks,redundant_bool,unroll,leg_e]
0x218    pass      735391    1.449653  [cse,redundant_bool,leg_e]
0x219    pass      735391    1.449653  [fold_br,cse,redundant_bool,leg_e]
0x21a    pass      735391    1.449653  [dead_blocks,cse,redundant_bool,leg_e]
0x21b    pass      735391    1.449653  [fold_br,dead_blocks,cse,redundant_bool,leg_e]
0x318    pass      735391    1.449653  [cse,redundant_bool,unroll,leg_e]
0x319    pass      735391    1.449653  [fold_br,cse,redundant_bool,unroll,leg_e]
0x31a    pass      735391    1.449653  [dead_blocks,cse,redundant_bool,unroll,leg_e]
0x31b    pass      735391    1.449653  [fold_br,dead_blocks,cse,redundant_bool,unroll,leg_e]
0x4e0    pass      732987    1.449689  [narrow_loads,licm_const,jump_thread,leg_f]
0x4e1    pass      732987    1.449689  [fold_br,narrow_loads,licm_const,jump_thread,leg_f]
0x4e2    pass      732987    1.449689  [dead_blocks,narrow_loads,licm_const,jump_thread,leg_f]
0x4e3    pass      732987    1.449689  [fold_br,dead_blocks,narrow_loads,licm_const,jump_thread,leg_f]
0x214    pass      735946    1.450002  [copy_prop,redundant_bool,leg_e]
0x215    pass      735946    1.450002  [fold_br,copy_prop,redundant_bool,leg_e]
0x314    pass      735946    1.450002  [copy_prop,redundant_bool,unroll,leg_e]
0x315    pass      735946    1.450002  [fold_br,copy_prop,redundant_bool,unroll,leg_e]
0x216    pass      735800    1.450023  [dead_blocks,copy_prop,redundant_bool,leg_e]
0x217    pass      735800    1.450023  [fold_br,dead_blocks,copy_prop,redundant_bool,leg_e]
0x316    pass      735800    1.450023  [dead_blocks,copy_prop,redundant_bool,unroll,leg_e]
0x317    pass      735800    1.450023  [fold_br,dead_blocks,copy_prop,redundant_bool,unroll,leg_e]
0x21c    pass      735151    1.450031  [copy_prop,cse,redundant_bool,leg_e]
0x21d    pass      735151    1.450031  [fold_br,copy_prop,cse,redundant_bool,leg_e]
0x31c    pass      735151    1.450031  [copy_prop,cse,redundant_bool,unroll,leg_e]
0x31d    pass      735151    1.450031  [fold_br,copy_prop,cse,redundant_bool,unroll,leg_e]
0x21e    pass      735005    1.450052  [dead_blocks,copy_prop,cse,redundant_bool,leg_e]
0x21f    pass      735005    1.450052  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,leg_e]
0x31e    pass      735005    1.450052  [dead_blocks,copy_prop,cse,redundant_bool,unroll,leg_e]
0x31f    pass      735005    1.450052  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,unroll,leg_e]
0x4e4    pass      732747    1.450067  [copy_prop,narrow_loads,licm_const,jump_thread,leg_f]
0x4e5    pass      732747    1.450067  [fold_br,copy_prop,narrow_loads,licm_const,jump_thread,leg_f]
0x4e6    pass      732737    1.450088  [dead_blocks,copy_prop,narrow_loads,licm_const,jump_thread,leg_f]
0x4e7    pass      732737    1.450088  [fold_br,dead_blocks,copy_prop,narrow_loads,licm_const,jump_thread,leg_f]
0x6c0    pass      731523    1.450970  [licm_const,jump_thread,leg_e,leg_f]
0x6c1    pass      731523    1.450970  [fold_br,licm_const,jump_thread,leg_e,leg_f]
0x6c2    pass      731523    1.450970  [dead_blocks,licm_const,jump_thread,leg_e,leg_f]
0x6c3    pass      731523    1.450970  [fold_br,dead_blocks,licm_const,jump_thread,leg_e,leg_f]
0x030    pass      736042    1.451271  [redundant_bool,narrow_loads]
0x031    pass      736042    1.451271  [fold_br,redundant_bool,narrow_loads]
0x032    pass      736042    1.451271  [dead_blocks,redundant_bool,narrow_loads]
0x033    pass      736042    1.451271  [fold_br,dead_blocks,redundant_bool,narrow_loads]
0x130    pass      736042    1.451271  [redundant_bool,narrow_loads,unroll]
0x131    pass      736042    1.451271  [fold_br,redundant_bool,narrow_loads,unroll]
0x132    pass      736042    1.451271  [dead_blocks,redundant_bool,narrow_loads,unroll]
0x133    pass      736042    1.451271  [fold_br,dead_blocks,redundant_bool,narrow_loads,unroll]
0x6c4    pass      731283    1.451349  [copy_prop,licm_const,jump_thread,leg_e,leg_f]
0x6c5    pass      731283    1.451349  [fold_br,copy_prop,licm_const,jump_thread,leg_e,leg_f]
0x6c6    pass      731273    1.451370  [dead_blocks,copy_prop,licm_const,jump_thread,leg_e,leg_f]
0x6c7    pass      731273    1.451370  [fold_br,dead_blocks,copy_prop,licm_const,jump_thread,leg_e,leg_f]
0x4e8    pass      731426    1.451452  [cse,narrow_loads,licm_const,jump_thread,leg_f]
0x4e9    pass      731426    1.451452  [fold_br,cse,narrow_loads,licm_const,jump_thread,leg_f]
0x4ea    pass      731426    1.451452  [dead_blocks,cse,narrow_loads,licm_const,jump_thread,leg_f]
0x4eb    pass      731426    1.451452  [fold_br,dead_blocks,cse,narrow_loads,licm_const,jump_thread,leg_f]
0x034    pass      735802    1.451650  [copy_prop,redundant_bool,narrow_loads]
0x035    pass      735802    1.451650  [fold_br,copy_prop,redundant_bool,narrow_loads]
0x134    pass      735802    1.451650  [copy_prop,redundant_bool,narrow_loads,unroll]
0x135    pass      735802    1.451650  [fold_br,copy_prop,redundant_bool,narrow_loads,unroll]
0x036    pass      735656    1.451671  [dead_blocks,copy_prop,redundant_bool,narrow_loads]
0x037    pass      735656    1.451671  [fold_br,dead_blocks,copy_prop,redundant_bool,narrow_loads]
0x136    pass      735656    1.451671  [dead_blocks,copy_prop,redundant_bool,narrow_loads,unroll]
0x137    pass      735656    1.451671  [fold_br,dead_blocks,copy_prop,redundant_bool,narrow_loads,unroll]
0x0c8    pass      734593    1.451781  [cse,licm_const,jump_thread]
0x0c9    pass      734593    1.451781  [fold_br,cse,licm_const,jump_thread]
0x0ca    pass      734593    1.451781  [dead_blocks,cse,licm_const,jump_thread]
0x0cb    pass      734593    1.451781  [fold_br,dead_blocks,cse,licm_const,jump_thread]
0x4ec    pass      731186    1.451831  [copy_prop,cse,narrow_loads,licm_const,jump_thread,leg_f]
0x4ed    pass      731186    1.451831  [fold_br,copy_prop,cse,narrow_loads,licm_const,jump_thread,leg_f]
0x4ee    pass      731176    1.451852  [dead_blocks,copy_prop,cse,narrow_loads,licm_const,jump_thread,leg_f]
0x4ef    pass      731176    1.451852  [fold_br,dead_blocks,copy_prop,cse,narrow_loads,licm_const,jump_thread,leg_f]
0x038    pass      734859    1.452101  [cse,redundant_bool,narrow_loads]
0x039    pass      734859    1.452101  [fold_br,cse,redundant_bool,narrow_loads]
0x03a    pass      734859    1.452101  [dead_blocks,cse,redundant_bool,narrow_loads]
0x03b    pass      734859    1.452101  [fold_br,dead_blocks,cse,redundant_bool,narrow_loads]
0x138    pass      734859    1.452101  [cse,redundant_bool,narrow_loads,unroll]
0x139    pass      734859    1.452101  [fold_br,cse,redundant_bool,narrow_loads,unroll]
0x13a    pass      734859    1.452101  [dead_blocks,cse,redundant_bool,narrow_loads,unroll]
0x13b    pass      734859    1.452101  [fold_br,dead_blocks,cse,redundant_bool,narrow_loads,unroll]
0x0cc    pass      734353    1.452160  [copy_prop,cse,licm_const,jump_thread]
0x0cd    pass      734353    1.452160  [fold_br,copy_prop,cse,licm_const,jump_thread]
0x0c0    pass      735184    1.452181  [licm_const,jump_thread]
0x0c1    pass      735184    1.452181  [fold_br,licm_const,jump_thread]
0x0c2    pass      735184    1.452181  [dead_blocks,licm_const,jump_thread]
0x0c3    pass      735184    1.452181  [fold_br,dead_blocks,licm_const,jump_thread]
0x0ce    pass      734207    1.452181  [dead_blocks,copy_prop,cse,licm_const,jump_thread]
0x0cf    pass      734207    1.452181  [fold_br,dead_blocks,copy_prop,cse,licm_const,jump_thread]
0x03c    pass      734619    1.452481  [copy_prop,cse,redundant_bool,narrow_loads]
0x03d    pass      734619    1.452481  [fold_br,copy_prop,cse,redundant_bool,narrow_loads]
0x13c    pass      734619    1.452481  [copy_prop,cse,redundant_bool,narrow_loads,unroll]
0x13d    pass      734619    1.452481  [fold_br,copy_prop,cse,redundant_bool,narrow_loads,unroll]
0x03e    pass      734473    1.452502  [dead_blocks,copy_prop,cse,redundant_bool,narrow_loads]
0x03f    pass      734473    1.452502  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,narrow_loads]
0x13e    pass      734473    1.452502  [dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,unroll]
0x13f    pass      734473    1.452502  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,unroll]
0x0c4    pass      734944    1.452561  [copy_prop,licm_const,jump_thread]
0x0c5    pass      734944    1.452561  [fold_br,copy_prop,licm_const,jump_thread]
0x0c6    pass      734798    1.452582  [dead_blocks,copy_prop,licm_const,jump_thread]
0x0c7    pass      734798    1.452582  [fold_br,dead_blocks,copy_prop,licm_const,jump_thread]
0x584    pass      731555    1.452662  [copy_prop,jump_thread,unroll,leg_f]
0x585    pass      731555    1.452662  [fold_br,copy_prop,jump_thread,unroll,leg_f]
0x586    pass      731545    1.452683  [dead_blocks,copy_prop,jump_thread,unroll,leg_f]
0x587    pass      731545    1.452683  [fold_br,dead_blocks,copy_prop,jump_thread,unroll,leg_f]
0x6c8    pass      729962    1.452736  [cse,licm_const,jump_thread,leg_e,leg_f]
0x6c9    pass      729962    1.452736  [fold_br,cse,licm_const,jump_thread,leg_e,leg_f]
0x6ca    pass      729962    1.452736  [dead_blocks,cse,licm_const,jump_thread,leg_e,leg_f]
0x6cb    pass      729962    1.452736  [fold_br,dead_blocks,cse,licm_const,jump_thread,leg_e,leg_f]
0x6cc    pass      729722    1.453116  [copy_prop,cse,licm_const,jump_thread,leg_e,leg_f]
0x6cd    pass      729722    1.453116  [fold_br,copy_prop,cse,licm_const,jump_thread,leg_e,leg_f]
0x6ce    pass      729712    1.453137  [dead_blocks,copy_prop,cse,licm_const,jump_thread,leg_e,leg_f]
0x6cf    pass      729712    1.453137  [fold_br,dead_blocks,copy_prop,cse,licm_const,jump_thread,leg_e,leg_f]
0x58c    pass      730586    1.453199  [copy_prop,cse,jump_thread,unroll,leg_f]
0x58d    pass      730586    1.453199  [fold_br,copy_prop,cse,jump_thread,unroll,leg_f]
0x58e    pass      730576    1.453220  [dead_blocks,copy_prop,cse,jump_thread,unroll,leg_f]
0x58f    pass      730576    1.453220  [fold_br,dead_blocks,copy_prop,cse,jump_thread,unroll,leg_f]
0x5c0    pass      730875    1.454141  [licm_const,jump_thread,unroll,leg_f]
0x5c1    pass      730875    1.454141  [fold_br,licm_const,jump_thread,unroll,leg_f]
0x5c2    pass      730875    1.454141  [dead_blocks,licm_const,jump_thread,unroll,leg_f]
0x5c3    pass      730875    1.454141  [fold_br,dead_blocks,licm_const,jump_thread,unroll,leg_f]
0x250    pass      733226    1.455786  [redundant_bool,licm_const,leg_e]
0x251    pass      733226    1.455786  [fold_br,redundant_bool,licm_const,leg_e]
0x252    pass      733226    1.455786  [dead_blocks,redundant_bool,licm_const,leg_e]
0x253    pass      733226    1.455786  [fold_br,dead_blocks,redundant_bool,licm_const,leg_e]
0x350    pass      733226    1.455786  [redundant_bool,licm_const,unroll,leg_e]
0x351    pass      733226    1.455786  [fold_br,redundant_bool,licm_const,unroll,leg_e]
0x352    pass      733226    1.455786  [dead_blocks,redundant_bool,licm_const,unroll,leg_e]
0x353    pass      733226    1.455786  [fold_br,dead_blocks,redundant_bool,licm_const,unroll,leg_e]
0x078    pass      733083    1.455805  [cse,redundant_bool,narrow_loads,licm_const]
0x079    pass      733083    1.455805  [fold_br,cse,redundant_bool,narrow_loads,licm_const]
0x07a    pass      733083    1.455805  [dead_blocks,cse,redundant_bool,narrow_loads,licm_const]
0x07b    pass      733083    1.455805  [fold_br,dead_blocks,cse,redundant_bool,narrow_loads,licm_const]
0x178    pass      733083    1.455805  [cse,redundant_bool,narrow_loads,licm_const,unroll]
0x179    pass      733083    1.455805  [fold_br,cse,redundant_bool,narrow_loads,licm_const,unroll]
0x17a    pass      733083    1.455805  [dead_blocks,cse,redundant_bool,narrow_loads,licm_const,unroll]
0x17b    pass      733083    1.455805  [fold_br,dead_blocks,cse,redundant_bool,narrow_loads,licm_const,unroll]
0x258    pass      732431    1.455815  [cse,redundant_bool,licm_const,leg_e]
0x259    pass      732431    1.455815  [fold_br,cse,redundant_bool,licm_const,leg_e]
0x25a    pass      732431    1.455815  [dead_blocks,cse,redundant_bool,licm_const,leg_e]
0x25b    pass      732431    1.455815  [fold_br,dead_blocks,cse,redundant_bool,licm_const,leg_e]
0x358    pass      732431    1.455815  [cse,redundant_bool,licm_const,unroll,leg_e]
0x359    pass      732431    1.455815  [fold_br,cse,redundant_bool,licm_const,unroll,leg_e]
0x35a    pass      732431    1.455815  [dead_blocks,cse,redundant_bool,licm_const,unroll,leg_e]
0x35b    pass      732431    1.455815  [fold_br,dead_blocks,cse,redundant_bool,licm_const,unroll,leg_e]
0x5c8    pass      729314    1.455915  [cse,licm_const,jump_thread,unroll,leg_f]
0x5c9    pass      729314    1.455915  [fold_br,cse,licm_const,jump_thread,unroll,leg_f]
0x5ca    pass      729314    1.455915  [dead_blocks,cse,licm_const,jump_thread,unroll,leg_f]
0x5cb    pass      729314    1.455915  [fold_br,dead_blocks,cse,licm_const,jump_thread,unroll,leg_f]
0x254    pass      732986    1.456167  [copy_prop,redundant_bool,licm_const,leg_e]
0x255    pass      732986    1.456167  [fold_br,copy_prop,redundant_bool,licm_const,leg_e]
0x354    pass      732986    1.456167  [copy_prop,redundant_bool,licm_const,unroll,leg_e]
0x355    pass      732986    1.456167  [fold_br,copy_prop,redundant_bool,licm_const,unroll,leg_e]
0x07c    pass      732843    1.456186  [copy_prop,cse,redundant_bool,narrow_loads,licm_const]
0x07d    pass      732843    1.456186  [fold_br,copy_prop,cse,redundant_bool,narrow_loads,licm_const]
0x17c    pass      732843    1.456186  [copy_prop,cse,redundant_bool,narrow_loads,licm_const,unroll]
0x17d    pass      732843    1.456186  [fold_br,copy_prop,cse,redundant_bool,narrow_loads,licm_const,unroll]
0x256    pass      732840    1.456189  [dead_blocks,copy_prop,redundant_bool,licm_const,leg_e]
0x257    pass      732840    1.456189  [fold_br,dead_blocks,copy_prop,redundant_bool,licm_const,leg_e]
0x356    pass      732840    1.456189  [dead_blocks,copy_prop,redundant_bool,licm_const,unroll,leg_e]
0x357    pass      732840    1.456189  [fold_br,dead_blocks,copy_prop,redundant_bool,licm_const,unroll,leg_e]
0x25c    pass      732191    1.456197  [copy_prop,cse,redundant_bool,licm_const,leg_e]
0x25d    pass      732191    1.456197  [fold_br,copy_prop,cse,redundant_bool,licm_const,leg_e]
0x35c    pass      732191    1.456197  [copy_prop,cse,redundant_bool,licm_const,unroll,leg_e]
0x35d    pass      732191    1.456197  [fold_br,copy_prop,cse,redundant_bool,licm_const,unroll,leg_e]
0x070    pass      733674    1.456208  [redundant_bool,narrow_loads,licm_const]
0x071    pass      733674    1.456208  [fold_br,redundant_bool,narrow_loads,licm_const]
0x072    pass      733674    1.456208  [dead_blocks,redundant_bool,narrow_loads,licm_const]
0x073    pass      733674    1.456208  [fold_br,dead_blocks,redundant_bool,narrow_loads,licm_const]
0x07e    pass      732697    1.456208  [dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,licm_const]
0x07f    pass      732697    1.456208  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,licm_const]
0x170    pass      733674    1.456208  [redundant_bool,narrow_loads,licm_const,unroll]
0x171    pass      733674    1.456208  [fold_br,redundant_bool,narrow_loads,licm_const,unroll]
0x172    pass      733674    1.456208  [dead_blocks,redundant_bool,narrow_loads,licm_const,unroll]
0x173    pass      733674    1.456208  [fold_br,dead_blocks,redundant_bool,narrow_loads,licm_const,unroll]
0x17e    pass      732697    1.456208  [dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,licm_const,unroll]
0x17f    pass      732697    1.456208  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,licm_const,unroll]
0x25e    pass      732045    1.456218  [dead_blocks,copy_prop,cse,redundant_bool,licm_const,leg_e]
0x25f    pass      732045    1.456218  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,licm_const,leg_e]
0x35e    pass      732045    1.456218  [dead_blocks,copy_prop,cse,redundant_bool,licm_const,unroll,leg_e]
0x35f    pass      732045    1.456218  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,licm_const,unroll,leg_e]
0x074    pass      733434    1.456589  [copy_prop,redundant_bool,narrow_loads,licm_const]
0x075    pass      733434    1.456589  [fold_br,copy_prop,redundant_bool,narrow_loads,licm_const]
0x174    pass      733434    1.456589  [copy_prop,redundant_bool,narrow_loads,licm_const,unroll]
0x175    pass      733434    1.456589  [fold_br,copy_prop,redundant_bool,narrow_loads,licm_const,unroll]
0x076    pass      733288    1.456611  [dead_blocks,copy_prop,redundant_bool,narrow_loads,licm_const]
0x077    pass      733288    1.456611  [fold_br,dead_blocks,copy_prop,redundant_bool,narrow_loads,licm_const]
0x176    pass      733288    1.456611  [dead_blocks,copy_prop,redundant_bool,narrow_loads,licm_const,unroll]
0x177    pass      733288    1.456611  [fold_br,dead_blocks,copy_prop,redundant_bool,narrow_loads,licm_const,unroll]
0x6a0    pass      728843    1.456719  [narrow_loads,jump_thread,leg_e,leg_f]
0x6a1    pass      728843    1.456719  [fold_br,narrow_loads,jump_thread,leg_e,leg_f]
0x6a2    pass      728843    1.456719  [dead_blocks,narrow_loads,jump_thread,leg_e,leg_f]
0x6a3    pass      728843    1.456719  [fold_br,dead_blocks,narrow_loads,jump_thread,leg_e,leg_f]
0x6a4    pass      728603    1.457101  [copy_prop,narrow_loads,jump_thread,leg_e,leg_f]
0x6a5    pass      728603    1.457101  [fold_br,copy_prop,narrow_loads,jump_thread,leg_e,leg_f]
0x6a6    pass      728593    1.457122  [dead_blocks,copy_prop,narrow_loads,jump_thread,leg_e,leg_f]
0x6a7    pass      728593    1.457122  [fold_br,dead_blocks,copy_prop,narrow_loads,jump_thread,leg_e,leg_f]
0x6a8    pass      727874    1.457258  [cse,narrow_loads,jump_thread,leg_e,leg_f]
0x6a9    pass      727874    1.457258  [fold_br,cse,narrow_loads,jump_thread,leg_e,leg_f]
0x6aa    pass      727874    1.457258  [dead_blocks,cse,narrow_loads,jump_thread,leg_e,leg_f]
0x6ab    pass      727874    1.457258  [fold_br,dead_blocks,cse,narrow_loads,jump_thread,leg_e,leg_f]
0x280    pass      732056    1.457517  [jump_thread,leg_e]
0x281    pass      732056    1.457517  [fold_br,jump_thread,leg_e]
0x282    pass      732056    1.457517  [dead_blocks,jump_thread,leg_e]
0x283    pass      732056    1.457517  [fold_br,dead_blocks,jump_thread,leg_e]
0x288    pass      731261    1.457547  [cse,jump_thread,leg_e]
0x289    pass      731261    1.457547  [fold_br,cse,jump_thread,leg_e]
0x28a    pass      731261    1.457547  [dead_blocks,cse,jump_thread,leg_e]
0x28b    pass      731261    1.457547  [fold_br,dead_blocks,cse,jump_thread,leg_e]
0x6ac    pass      727634    1.457641  [copy_prop,cse,narrow_loads,jump_thread,leg_e,leg_f]
0x6ad    pass      727634    1.457641  [fold_br,copy_prop,cse,narrow_loads,jump_thread,leg_e,leg_f]
0x6ae    pass      727624    1.457662  [dead_blocks,copy_prop,cse,narrow_loads,jump_thread,leg_e,leg_f]
0x6af    pass      727624    1.457662  [fold_br,dead_blocks,copy_prop,cse,narrow_loads,jump_thread,leg_e,leg_f]
0x284    pass      731816    1.457900  [copy_prop,jump_thread,leg_e]
0x285    pass      731816    1.457900  [fold_br,copy_prop,jump_thread,leg_e]
0x286    pass      731670    1.457921  [dead_blocks,copy_prop,jump_thread,leg_e]
0x287    pass      731670    1.457921  [fold_br,dead_blocks,copy_prop,jump_thread,leg_e]
0x28c    pass      731021    1.457929  [copy_prop,cse,jump_thread,leg_e]
0x28d    pass      731021    1.457929  [fold_br,copy_prop,cse,jump_thread,leg_e]
0x28e    pass      730875    1.457951  [dead_blocks,copy_prop,cse,jump_thread,leg_e]
0x28f    pass      730875    1.457951  [fold_br,dead_blocks,copy_prop,cse,jump_thread,leg_e]
0x5c4    pass      728595    1.458850  [copy_prop,licm_const,jump_thread,unroll,leg_f]
0x5c5    pass      728595    1.458850  [fold_br,copy_prop,licm_const,jump_thread,unroll,leg_f]
0x5c6    pass      728585    1.458872  [dead_blocks,copy_prop,licm_const,jump_thread,unroll,leg_f]
0x5c7    pass      728585    1.458872  [fold_br,dead_blocks,copy_prop,licm_const,jump_thread,unroll,leg_f]
0x0a0    pass      731912    1.459182  [narrow_loads,jump_thread]
0x0a1    pass      731912    1.459182  [fold_br,narrow_loads,jump_thread]
0x0a2    pass      731912    1.459182  [dead_blocks,narrow_loads,jump_thread]
0x0a3    pass      731912    1.459182  [fold_br,dead_blocks,narrow_loads,jump_thread]
0x0a4    pass      731672    1.459566  [copy_prop,narrow_loads,jump_thread]
0x0a5    pass      731672    1.459566  [fold_br,copy_prop,narrow_loads,jump_thread]
0x0a6    pass      731526    1.459587  [dead_blocks,copy_prop,narrow_loads,jump_thread]
0x0a7    pass      731526    1.459587  [fold_br,dead_blocks,copy_prop,narrow_loads,jump_thread]
0x410    pass      728691    1.459698  [redundant_bool,leg_f]
0x411    pass      728691    1.459698  [fold_br,redundant_bool,leg_f]
0x412    pass      728691    1.459698  [dead_blocks,redundant_bool,leg_f]
0x413    pass      728691    1.459698  [fold_br,dead_blocks,redundant_bool,leg_f]
0x510    pass      728691    1.459698  [redundant_bool,unroll,leg_f]
0x511    pass      728691    1.459698  [fold_br,redundant_bool,unroll,leg_f]
