mask     ok?       cycles      CM/MHz  passes
0x27c    pass      726551    1.468256  [copy_prop,cse,redundant_bool,narrow_loads,licm_const,leg_e]
0x27d    pass      726551    1.468256  [fold_br,copy_prop,cse,redundant_bool,narrow_loads,licm_const,leg_e]
0x37c    pass      726551    1.468256  [copy_prop,cse,redundant_bool,narrow_loads,licm_const,unroll,leg_e]
0x37d    pass      726551    1.468256  [fold_br,copy_prop,cse,redundant_bool,narrow_loads,licm_const,unroll,leg_e]
0x27e    pass      726405    1.468277  [dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,licm_const,leg_e]
0x27f    pass      726405    1.468277  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,licm_const,leg_e]
0x37e    pass      726405    1.468277  [dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,licm_const,unroll,leg_e]
0x37f    pass      726405    1.468277  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,licm_const,unroll,leg_e]
0x1c8    pass      726841    1.468305  [cse,licm_const,jump_thread,unroll]
0x1c9    pass      726841    1.468305  [fold_br,cse,licm_const,jump_thread,unroll]
0x1ca    pass      726841    1.468305  [dead_blocks,cse,licm_const,jump_thread,unroll]
0x1cb    pass      726841    1.468305  [fold_br,dead_blocks,cse,licm_const,jump_thread,unroll]
0x098    pass      726735    1.468424  [cse,redundant_bool,jump_thread]
0x099    pass      726735    1.468424  [fold_br,cse,redundant_bool,jump_thread]
0x09a    pass      726735    1.468424  [dead_blocks,cse,redundant_bool,jump_thread]
0x09b    pass      726735    1.468424  [fold_br,dead_blocks,cse,redundant_bool,jump_thread]
0x184    pass      727520    1.468465  [copy_prop,jump_thread,unroll]
0x185    pass      727520    1.468465  [fold_br,copy_prop,jump_thread,unroll]
0x186    pass      727374    1.468487  [dead_blocks,copy_prop,jump_thread,unroll]
0x187    pass      727374    1.468487  [fold_br,dead_blocks,copy_prop,jump_thread,unroll]
0x1c0    pass      727432    1.468715  [licm_const,jump_thread,unroll]
0x1c1    pass      727432    1.468715  [fold_br,licm_const,jump_thread,unroll]
0x1c2    pass      727432    1.468715  [dead_blocks,licm_const,jump_thread,unroll]
0x1c3    pass      727432    1.468715  [fold_br,dead_blocks,licm_const,jump_thread,unroll]
0x09c    pass      726495    1.468812  [copy_prop,cse,redundant_bool,jump_thread]
0x09d    pass      726495    1.468812  [fold_br,copy_prop,cse,redundant_bool,jump_thread]
0x09e    pass      726349    1.468834  [dead_blocks,copy_prop,cse,redundant_bool,jump_thread]
0x09f    pass      726349    1.468834  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,jump_thread]
0x7c8    pass      722210    1.469283  [cse,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7c9    pass      722210    1.469283  [fold_br,cse,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7ca    pass      722210    1.469283  [dead_blocks,cse,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7cb    pass      722210    1.469283  [fold_br,dead_blocks,cse,licm_const,jump_thread,unroll,leg_e,leg_f]
0x18c    pass      726337    1.469315  [copy_prop,cse,jump_thread,unroll]
0x18d    pass      726337    1.469315  [fold_br,copy_prop,cse,jump_thread,unroll]
0x18e    pass      726191    1.469337  [dead_blocks,copy_prop,cse,jump_thread,unroll]
0x18f    pass      726191    1.469337  [fold_br,dead_blocks,copy_prop,cse,jump_thread,unroll]
0x2a0    pass      726416    1.469598  [narrow_loads,jump_thread,leg_e]
0x2a1    pass      726416    1.469598  [fold_br,narrow_loads,jump_thread,leg_e]
0x2a2    pass      726416    1.469598  [dead_blocks,narrow_loads,jump_thread,leg_e]
0x2a3    pass      726416    1.469598  [fold_br,dead_blocks,narrow_loads,jump_thread,leg_e]
0x2a8    pass      725621    1.469628  [cse,narrow_loads,jump_thread,leg_e]
0x2a9    pass      725621    1.469628  [fold_br,cse,narrow_loads,jump_thread,leg_e]
0x2aa    pass      725621    1.469628  [dead_blocks,cse,narrow_loads,jump_thread,leg_e]
0x2ab    pass      725621    1.469628  [fold_br,dead_blocks,cse,narrow_loads,jump_thread,leg_e]
0x2a4    pass      726176    1.469987  [copy_prop,narrow_loads,jump_thread,leg_e]
0x2a5    pass      726176    1.469987  [fold_br,copy_prop,narrow_loads,jump_thread,leg_e]
0x2a6    pass      726030    1.470008  [dead_blocks,copy_prop,narrow_loads,jump_thread,leg_e]
0x2a7    pass      726030    1.470008  [fold_br,dead_blocks,copy_prop,narrow_loads,jump_thread,leg_e]
0x2ac    pass      725381    1.470017  [copy_prop,cse,narrow_loads,jump_thread,leg_e]
0x2ad    pass      725381    1.470017  [fold_br,copy_prop,cse,narrow_loads,jump_thread,leg_e]
0x2ae    pass      725235    1.470039  [dead_blocks,copy_prop,cse,narrow_loads,jump_thread,leg_e]
0x2af    pass      725235    1.470039  [fold_br,dead_blocks,copy_prop,cse,narrow_loads,jump_thread,leg_e]
0x5e4    pass      722955    1.470953  [copy_prop,narrow_loads,licm_const,jump_thread,unroll,leg_f]
0x5e5    pass      722955    1.470953  [fold_br,copy_prop,narrow_loads,licm_const,jump_thread,unroll,leg_f]
0x5e6    pass      722945    1.470975  [dead_blocks,copy_prop,narrow_loads,licm_const,jump_thread,unroll,leg_f]
0x5e7    pass      722945    1.470975  [fold_br,dead_blocks,copy_prop,narrow_loads,licm_const,jump_thread,unroll,leg_f]
0x430    pass      723051    1.471815  [redundant_bool,narrow_loads,leg_f]
0x431    pass      723051    1.471815  [fold_br,redundant_bool,narrow_loads,leg_f]
0x432    pass      723051    1.471815  [dead_blocks,redundant_bool,narrow_loads,leg_f]
0x433    pass      723051    1.471815  [fold_br,dead_blocks,redundant_bool,narrow_loads,leg_f]
0x530    pass      723051    1.471815  [redundant_bool,narrow_loads,unroll,leg_f]
0x531    pass      723051    1.471815  [fold_br,redundant_bool,narrow_loads,unroll,leg_f]
0x532    pass      723051    1.471815  [dead_blocks,redundant_bool,narrow_loads,unroll,leg_f]
0x533    pass      723051    1.471815  [fold_br,dead_blocks,redundant_bool,narrow_loads,unroll,leg_f]
0x434    pass      722811    1.472205  [copy_prop,redundant_bool,narrow_loads,leg_f]
0x435    pass      722811    1.472205  [fold_br,copy_prop,redundant_bool,narrow_loads,leg_f]
0x534    pass      722811    1.472205  [copy_prop,redundant_bool,narrow_loads,unroll,leg_f]
0x535    pass      722811    1.472205  [fold_br,copy_prop,redundant_bool,narrow_loads,unroll,leg_f]
0x0d8    pass      724959    1.472211  [cse,redundant_bool,licm_const,jump_thread]
0x0d9    pass      724959    1.472211  [fold_br,cse,redundant_bool,licm_const,jump_thread]
0x0da    pass      724959    1.472211  [dead_blocks,cse,redundant_bool,licm_const,jump_thread]
0x0db    pass      724959    1.472211  [fold_br,dead_blocks,cse,redundant_bool,licm_const,jump_thread]
0x436    pass      722801    1.472227  [dead_blocks,copy_prop,redundant_bool,narrow_loads,leg_f]
0x437    pass      722801    1.472227  [fold_br,dead_blocks,copy_prop,redundant_bool,narrow_loads,leg_f]
0x536    pass      722801    1.472227  [dead_blocks,copy_prop,redundant_bool,narrow_loads,unroll,leg_f]
0x537    pass      722801    1.472227  [fold_br,dead_blocks,copy_prop,redundant_bool,narrow_loads,unroll,leg_f]
0x7c4    pass      721491    1.472272  [copy_prop,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7c5    pass      721491    1.472272  [fold_br,copy_prop,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7c6    pass      721481    1.472294  [dead_blocks,copy_prop,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7c7    pass      721481    1.472294  [fold_br,dead_blocks,copy_prop,licm_const,jump_thread,unroll,leg_e,leg_f]
0x438    pass      722082    1.472365  [cse,redundant_bool,narrow_loads,leg_f]
0x439    pass      722082    1.472365  [fold_br,cse,redundant_bool,narrow_loads,leg_f]
0x43a    pass      722082    1.472365  [dead_blocks,cse,redundant_bool,narrow_loads,leg_f]
0x43b    pass      722082    1.472365  [fold_br,dead_blocks,cse,redundant_bool,narrow_loads,leg_f]
0x538    pass      722082    1.472365  [cse,redundant_bool,narrow_loads,unroll,leg_f]
0x539    pass      722082    1.472365  [fold_br,cse,redundant_bool,narrow_loads,unroll,leg_f]
0x53a    pass      722082    1.472365  [dead_blocks,cse,redundant_bool,narrow_loads,unroll,leg_f]
0x53b    pass      722082    1.472365  [fold_br,dead_blocks,cse,redundant_bool,narrow_loads,unroll,leg_f]
0x0dc    pass      724719    1.472602  [copy_prop,cse,redundant_bool,licm_const,jump_thread]
0x0dd    pass      724719    1.472602  [fold_br,copy_prop,cse,redundant_bool,licm_const,jump_thread]
0x0d0    pass      725550    1.472623  [redundant_bool,licm_const,jump_thread]
0x0d1    pass      725550    1.472623  [fold_br,redundant_bool,licm_const,jump_thread]
0x0d2    pass      725550    1.472623  [dead_blocks,redundant_bool,licm_const,jump_thread]
0x0d3    pass      725550    1.472623  [fold_br,dead_blocks,redundant_bool,licm_const,jump_thread]
0x0de    pass      724573    1.472623  [dead_blocks,copy_prop,cse,redundant_bool,licm_const,jump_thread]
0x0df    pass      724573    1.472623  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,licm_const,jump_thread]
0x43c    pass      721842    1.472756  [copy_prop,cse,redundant_bool,narrow_loads,leg_f]
0x43d    pass      721842    1.472756  [fold_br,copy_prop,cse,redundant_bool,narrow_loads,leg_f]
0x53c    pass      721842    1.472756  [copy_prop,cse,redundant_bool,narrow_loads,unroll,leg_f]
0x53d    pass      721842    1.472756  [fold_br,copy_prop,cse,redundant_bool,narrow_loads,unroll,leg_f]
0x5ec    pass      721394    1.472769  [copy_prop,cse,narrow_loads,licm_const,jump_thread,unroll,leg_f]
0x5ed    pass      721394    1.472769  [fold_br,copy_prop,cse,narrow_loads,licm_const,jump_thread,unroll,leg_f]
0x43e    pass      721832    1.472777  [dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,leg_f]
0x43f    pass      721832    1.472777  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,leg_f]
0x53e    pass      721832    1.472777  [dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,unroll,leg_f]
0x53f    pass      721832    1.472777  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,narrow_loads,unroll,leg_f]
0x5ee    pass      721384    1.472790  [dead_blocks,copy_prop,cse,narrow_loads,licm_const,jump_thread,unroll,leg_f]
0x5ef    pass      721384    1.472790  [fold_br,dead_blocks,copy_prop,cse,narrow_loads,licm_const,jump_thread,unroll,leg_f]
0x0d4    pass      725310    1.473014  [copy_prop,redundant_bool,licm_const,jump_thread]
0x0d5    pass      725310    1.473014  [fold_br,copy_prop,redundant_bool,licm_const,jump_thread]
0x0d6    pass      725164    1.473036  [dead_blocks,copy_prop,redundant_bool,licm_const,jump_thread]
0x0d7    pass      725164    1.473036  [fold_br,dead_blocks,copy_prop,redundant_bool,licm_const,jump_thread]
0x1cc    pass      724561    1.473107  [copy_prop,cse,licm_const,jump_thread,unroll]
0x1cd    pass      724561    1.473107  [fold_br,copy_prop,cse,licm_const,jump_thread,unroll]
0x1ce    pass      724415    1.473129  [dead_blocks,copy_prop,cse,licm_const,jump_thread,unroll]
0x1cf    pass      724415    1.473129  [fold_br,dead_blocks,copy_prop,cse,licm_const,jump_thread,unroll]
0x610    pass      721587    1.473135  [redundant_bool,leg_e,leg_f]
0x611    pass      721587    1.473135  [fold_br,redundant_bool,leg_e,leg_f]
0x612    pass      721587    1.473135  [dead_blocks,redundant_bool,leg_e,leg_f]
0x613    pass      721587    1.473135  [fold_br,dead_blocks,redundant_bool,leg_e,leg_f]
0x710    pass      721587    1.473135  [redundant_bool,unroll,leg_e,leg_f]
0x711    pass      721587    1.473135  [fold_br,redundant_bool,unroll,leg_e,leg_f]
0x712    pass      721587    1.473135  [dead_blocks,redundant_bool,unroll,leg_e,leg_f]
0x713    pass      721587    1.473135  [fold_br,dead_blocks,redundant_bool,unroll,leg_e,leg_f]
0x7a0    pass      721091    1.473357  [narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7a1    pass      721091    1.473357  [fold_br,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7a2    pass      721091    1.473357  [dead_blocks,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7a3    pass      721091    1.473357  [fold_br,dead_blocks,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x1c4    pass      725152    1.473520  [copy_prop,licm_const,jump_thread,unroll]
0x1c5    pass      725152    1.473520  [fold_br,copy_prop,licm_const,jump_thread,unroll]
0x614    pass      721347    1.473526  [copy_prop,redundant_bool,leg_e,leg_f]
0x615    pass      721347    1.473526  [fold_br,copy_prop,redundant_bool,leg_e,leg_f]
0x714    pass      721347    1.473526  [copy_prop,redundant_bool,unroll,leg_e,leg_f]
0x715    pass      721347    1.473526  [fold_br,copy_prop,redundant_bool,unroll,leg_e,leg_f]
0x1c6    pass      725006    1.473541  [dead_blocks,copy_prop,licm_const,jump_thread,unroll]
0x1c7    pass      725006    1.473541  [fold_br,dead_blocks,copy_prop,licm_const,jump_thread,unroll]
0x616    pass      721337    1.473548  [dead_blocks,copy_prop,redundant_bool,leg_e,leg_f]
0x617    pass      721337    1.473548  [fold_br,dead_blocks,copy_prop,redundant_bool,leg_e,leg_f]
0x716    pass      721337    1.473548  [dead_blocks,copy_prop,redundant_bool,unroll,leg_e,leg_f]
0x717    pass      721337    1.473548  [fold_br,dead_blocks,copy_prop,redundant_bool,unroll,leg_e,leg_f]
0x618    pass      720618    1.473687  [cse,redundant_bool,leg_e,leg_f]
0x619    pass      720618    1.473687  [fold_br,cse,redundant_bool,leg_e,leg_f]
0x61a    pass      720618    1.473687  [dead_blocks,cse,redundant_bool,leg_e,leg_f]
0x61b    pass      720618    1.473687  [fold_br,dead_blocks,cse,redundant_bool,leg_e,leg_f]
0x718    pass      720618    1.473687  [cse,redundant_bool,unroll,leg_e,leg_f]
0x719    pass      720618    1.473687  [fold_br,cse,redundant_bool,unroll,leg_e,leg_f]
0x71a    pass      720618    1.473687  [dead_blocks,cse,redundant_bool,unroll,leg_e,leg_f]
0x71b    pass      720618    1.473687  [fold_br,dead_blocks,cse,redundant_bool,unroll,leg_e,leg_f]
0x7a8    pass      720122    1.473908  [cse,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7a9    pass      720122    1.473908  [fold_br,cse,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7aa    pass      720122    1.473908  [dead_blocks,cse,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7ab    pass      720122    1.473908  [fold_br,dead_blocks,cse,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x61c    pass      720378    1.474078  [copy_prop,cse,redundant_bool,leg_e,leg_f]
0x61d    pass      720378    1.474078  [fold_br,copy_prop,cse,redundant_bool,leg_e,leg_f]
0x71c    pass      720378    1.474078  [copy_prop,cse,redundant_bool,unroll,leg_e,leg_f]
0x71d    pass      720378    1.474078  [fold_br,copy_prop,cse,redundant_bool,unroll,leg_e,leg_f]
0x7cc    pass      719930    1.474091  [copy_prop,cse,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7cd    pass      719930    1.474091  [fold_br,copy_prop,cse,licm_const,jump_thread,unroll,leg_e,leg_f]
0x61e    pass      720368    1.474100  [dead_blocks,copy_prop,cse,redundant_bool,leg_e,leg_f]
0x61f    pass      720368    1.474100  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,leg_e,leg_f]
0x71e    pass      720368    1.474100  [dead_blocks,copy_prop,cse,redundant_bool,unroll,leg_e,leg_f]
0x71f    pass      720368    1.474100  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,unroll,leg_e,leg_f]
0x7ce    pass      719920    1.474113  [dead_blocks,copy_prop,cse,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7cf    pass      719920    1.474113  [fold_br,dead_blocks,copy_prop,cse,licm_const,jump_thread,unroll,leg_e,leg_f]
0x380    pass      724304    1.474174  [jump_thread,unroll,leg_e]
0x381    pass      724304    1.474174  [fold_br,jump_thread,unroll,leg_e]
0x382    pass      724304    1.474174  [dead_blocks,jump_thread,unroll,leg_e]
0x383    pass      724304    1.474174  [fold_br,dead_blocks,jump_thread,unroll,leg_e]
0x388    pass      723509    1.474204  [cse,jump_thread,unroll,leg_e]
0x389    pass      723509    1.474204  [fold_br,cse,jump_thread,unroll,leg_e]
0x38a    pass      723509    1.474204  [dead_blocks,cse,jump_thread,unroll,leg_e]
0x38b    pass      723509    1.474204  [fold_br,dead_blocks,cse,jump_thread,unroll,leg_e]
0x1a0    pass      724160    1.475877  [narrow_loads,jump_thread,unroll]
0x1a1    pass      724160    1.475877  [fold_br,narrow_loads,jump_thread,unroll]
0x1a2    pass      724160    1.475877  [dead_blocks,narrow_loads,jump_thread,unroll]
0x1a3    pass      724160    1.475877  [fold_br,dead_blocks,narrow_loads,jump_thread,unroll]
0x2e0    pass      723456    1.475932  [narrow_loads,licm_const,jump_thread,leg_e]
0x2e1    pass      723456    1.475932  [fold_br,narrow_loads,licm_const,jump_thread,leg_e]
0x2e2    pass      723456    1.475932  [dead_blocks,narrow_loads,licm_const,jump_thread,leg_e]
0x2e3    pass      723456    1.475932  [fold_br,dead_blocks,narrow_loads,licm_const,jump_thread,leg_e]
0x2e8    pass      722661    1.475962  [cse,narrow_loads,licm_const,jump_thread,leg_e]
0x2e9    pass      722661    1.475962  [fold_br,cse,narrow_loads,licm_const,jump_thread,leg_e]
0x2ea    pass      722661    1.475962  [dead_blocks,cse,narrow_loads,licm_const,jump_thread,leg_e]
0x2eb    pass      722661    1.475962  [fold_br,dead_blocks,cse,narrow_loads,licm_const,jump_thread,leg_e]
0x2e4    pass      723216    1.476324  [copy_prop,narrow_loads,licm_const,jump_thread,leg_e]
0x2e5    pass      723216    1.476324  [fold_br,copy_prop,narrow_loads,licm_const,jump_thread,leg_e]
0x2e6    pass      723070    1.476345  [dead_blocks,copy_prop,narrow_loads,licm_const,jump_thread,leg_e]
0x2e7    pass      723070    1.476345  [fold_br,dead_blocks,copy_prop,narrow_loads,licm_const,jump_thread,leg_e]
0x2ec    pass      722421    1.476354  [copy_prop,cse,narrow_loads,licm_const,jump_thread,leg_e]
0x2ed    pass      722421    1.476354  [fold_br,copy_prop,cse,narrow_loads,licm_const,jump_thread,leg_e]
0x2ee    pass      722275    1.476376  [dead_blocks,copy_prop,cse,narrow_loads,licm_const,jump_thread,leg_e]
0x2ef    pass      722275    1.476376  [fold_br,dead_blocks,copy_prop,cse,narrow_loads,licm_const,jump_thread,leg_e]
0x1a8    pass      722977    1.476736  [cse,narrow_loads,jump_thread,unroll]
0x1a9    pass      722977    1.476736  [fold_br,cse,narrow_loads,jump_thread,unroll]
0x1aa    pass      722977    1.476736  [dead_blocks,cse,narrow_loads,jump_thread,unroll]
0x1ab    pass      722977    1.476736  [fold_br,dead_blocks,cse,narrow_loads,jump_thread,unroll]
0x290    pass      722422    1.478111  [redundant_bool,jump_thread,leg_e]
0x291    pass      722422    1.478111  [fold_br,redundant_bool,jump_thread,leg_e]
0x292    pass      722422    1.478111  [dead_blocks,redundant_bool,jump_thread,leg_e]
0x293    pass      722422    1.478111  [fold_br,dead_blocks,redundant_bool,jump_thread,leg_e]
0x298    pass      721627    1.478142  [cse,redundant_bool,jump_thread,leg_e]
0x299    pass      721627    1.478142  [fold_br,cse,redundant_bool,jump_thread,leg_e]
0x29a    pass      721627    1.478142  [dead_blocks,cse,redundant_bool,jump_thread,leg_e]
0x29b    pass      721627    1.478142  [fold_br,dead_blocks,cse,redundant_bool,jump_thread,leg_e]
0x470    pass      720091    1.478168  [redundant_bool,narrow_loads,licm_const,leg_f]
0x471    pass      720091    1.478168  [fold_br,redundant_bool,narrow_loads,licm_const,leg_f]
0x472    pass      720091    1.478168  [dead_blocks,redundant_bool,narrow_loads,licm_const,leg_f]
0x473    pass      720091    1.478168  [fold_br,dead_blocks,redundant_bool,narrow_loads,licm_const,leg_f]
0x570    pass      720091    1.478168  [redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x571    pass      720091    1.478168  [fold_br,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x572    pass      720091    1.478168  [dead_blocks,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x573    pass      720091    1.478168  [fold_br,dead_blocks,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x7a4    pass      718811    1.478192  [copy_prop,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7a5    pass      718811    1.478192  [fold_br,copy_prop,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7a6    pass      718801    1.478214  [dead_blocks,copy_prop,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7a7    pass      718801    1.478214  [fold_br,dead_blocks,copy_prop,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x294    pass      722182    1.478504  [copy_prop,redundant_bool,jump_thread,leg_e]
0x295    pass      722182    1.478504  [fold_br,copy_prop,redundant_bool,jump_thread,leg_e]
0x296    pass      722036    1.478526  [dead_blocks,copy_prop,redundant_bool,jump_thread,leg_e]
0x297    pass      722036    1.478526  [fold_br,dead_blocks,copy_prop,redundant_bool,jump_thread,leg_e]
0x29c    pass      721387    1.478535  [copy_prop,cse,redundant_bool,jump_thread,leg_e]
0x29d    pass      721387    1.478535  [fold_br,copy_prop,cse,redundant_bool,jump_thread,leg_e]
0x29e    pass      721241    1.478557  [dead_blocks,copy_prop,cse,redundant_bool,jump_thread,leg_e]
0x29f    pass      721241    1.478557  [fold_br,dead_blocks,copy_prop,cse,redundant_bool,jump_thread,leg_e]
0x474    pass      719851    1.478561  [copy_prop,redundant_bool,narrow_loads,licm_const,leg_f]
0x475    pass      719851    1.478561  [fold_br,copy_prop,redundant_bool,narrow_loads,licm_const,leg_f]
0x574    pass      719851    1.478561  [copy_prop,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x575    pass      719851    1.478561  [fold_br,copy_prop,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x476    pass      719841    1.478583  [dead_blocks,copy_prop,redundant_bool,narrow_loads,licm_const,leg_f]
0x477    pass      719841    1.478583  [fold_br,dead_blocks,copy_prop,redundant_bool,narrow_loads,licm_const,leg_f]
0x576    pass      719841    1.478583  [dead_blocks,copy_prop,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x577    pass      719841    1.478583  [fold_br,dead_blocks,copy_prop,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x7ac    pass      717842    1.478747  [copy_prop,cse,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7ad    pass      717842    1.478747  [fold_br,copy_prop,cse,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7ae    pass      717832    1.478769  [dead_blocks,copy_prop,cse,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x7af    pass      717832    1.478769  [fold_br,dead_blocks,copy_prop,cse,narrow_loads,jump_thread,unroll,leg_e,leg_f]
0x384    pass      722024    1.479014  [copy_prop,jump_thread,unroll,leg_e]
0x385    pass      722024    1.479014  [fold_br,copy_prop,jump_thread,unroll,leg_e]
0x386    pass      721878    1.479036  [dead_blocks,copy_prop,jump_thread,unroll,leg_e]
0x387    pass      721878    1.479036  [fold_br,dead_blocks,copy_prop,jump_thread,unroll,leg_e]
0x38c    pass      721229    1.479044  [copy_prop,cse,jump_thread,unroll,leg_e]
0x38d    pass      721229    1.479044  [fold_br,copy_prop,cse,jump_thread,unroll,leg_e]
0x38e    pass      721083    1.479066  [dead_blocks,copy_prop,cse,jump_thread,unroll,leg_e]
0x38f    pass      721083    1.479066  [fold_br,dead_blocks,copy_prop,cse,jump_thread,unroll,leg_e]
0x650    pass      718627    1.479500  [redundant_bool,licm_const,leg_e,leg_f]
0x651    pass      718627    1.479500  [fold_br,redundant_bool,licm_const,leg_e,leg_f]
0x652    pass      718627    1.479500  [dead_blocks,redundant_bool,licm_const,leg_e,leg_f]
0x653    pass      718627    1.479500  [fold_br,dead_blocks,redundant_bool,licm_const,leg_e,leg_f]
0x750    pass      718627    1.479500  [redundant_bool,licm_const,unroll,leg_e,leg_f]
0x751    pass      718627    1.479500  [fold_br,redundant_bool,licm_const,unroll,leg_e,leg_f]
0x752    pass      718627    1.479500  [dead_blocks,redundant_bool,licm_const,unroll,leg_e,leg_f]
0x753    pass      718627    1.479500  [fold_br,dead_blocks,redundant_bool,licm_const,unroll,leg_e,leg_f]
0x7e0    pass      718131    1.479723  [narrow_loads,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7e1    pass      718131    1.479723  [fold_br,narrow_loads,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7e2    pass      718131    1.479723  [dead_blocks,narrow_loads,licm_const,jump_thread,unroll,leg_e,leg_f]
0x7e3    pass      718131    1.479723  [fold_br,dead_blocks,narrow_loads,licm_const,jump_thread,unroll,leg_e,leg_f]
0x0b0    pass      722278    1.479824  [redundant_bool,narrow_loads,jump_thread]
0x0b1    pass      722278    1.479824  [fold_br,redundant_bool,narrow_loads,jump_thread]
0x0b2    pass      722278    1.479824  [dead_blocks,redundant_bool,narrow_loads,jump_thread]
0x0b3    pass      722278    1.479824  [fold_br,dead_blocks,redundant_bool,narrow_loads,jump_thread]
0x654    pass      718387    1.479894  [copy_prop,redundant_bool,licm_const,leg_e,leg_f]
0x655    pass      718387    1.479894  [fold_br,copy_prop,redundant_bool,licm_const,leg_e,leg_f]
0x754    pass      718387    1.479894  [copy_prop,redundant_bool,licm_const,unroll,leg_e,leg_f]
0x755    pass      718387    1.479894  [fold_br,copy_prop,redundant_bool,licm_const,unroll,leg_e,leg_f]
0x656    pass      718377    1.479916  [dead_blocks,copy_prop,redundant_bool,licm_const,leg_e,leg_f]
0x657    pass      718377    1.479916  [fold_br,dead_blocks,copy_prop,redundant_bool,licm_const,leg_e,leg_f]
0x756    pass      718377    1.479916  [dead_blocks,copy_prop,redundant_bool,licm_const,unroll,leg_e,leg_f]
0x757    pass      718377    1.479916  [fold_br,dead_blocks,copy_prop,redundant_bool,licm_const,unroll,leg_e,leg_f]
0x478    pass      718530    1.480001  [cse,redundant_bool,narrow_loads,licm_const,leg_f]
0x479    pass      718530    1.480001  [fold_br,cse,redundant_bool,narrow_loads,licm_const,leg_f]
0x47a    pass      718530    1.480001  [dead_blocks,cse,redundant_bool,narrow_loads,licm_const,leg_f]
0x47b    pass      718530    1.480001  [fold_br,dead_blocks,cse,redundant_bool,narrow_loads,licm_const,leg_f]
0x578    pass      718530    1.480001  [cse,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x579    pass      718530    1.480001  [fold_br,cse,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x57a    pass      718530    1.480001  [dead_blocks,cse,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x57b    pass      718530    1.480001  [fold_br,dead_blocks,cse,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x0b4    pass      722038    1.480218  [copy_prop,redundant_bool,narrow_loads,jump_thread]
0x0b5    pass      722038    1.480218  [fold_br,copy_prop,redundant_bool,narrow_loads,jump_thread]
0x0b6    pass      721892    1.480240  [dead_blocks,copy_prop,redundant_bool,narrow_loads,jump_thread]
0x0b7    pass      721892    1.480240  [fold_br,dead_blocks,copy_prop,redundant_bool,narrow_loads,jump_thread]
0x47c    pass      718290    1.480395  [copy_prop,cse,redundant_bool,narrow_loads,licm_const,leg_f]
0x47d    pass      718290    1.480395  [fold_br,copy_prop,cse,redundant_bool,narrow_loads,licm_const,leg_f]
0x57c    pass      718290    1.480395  [copy_prop,cse,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
0x57d    pass      718290    1.480395  [fold_br,copy_prop,cse,redundant_bool,narrow_loads,licm_const,unroll,leg_f]
